label,label_id,char,char_code,font,font_stem,size,augment_id,image_path
Te,3,ت,U+062A,IRTerafikBold.ttf,IRTerafikBold,64,base,DS-3\Te\Te__U+062A__IRTerafikBold__sz64__base-7efc502681.png
Se,4,ث,U+062B,IRElham.ttf,IRElham,64,base,DS-3\Se\Se__U+062B__IRElham__sz64__base-017043338d.png
Se,4,ث,U+062B,IRShiraz.ttf,IRShiraz,64,base,DS-3\Se\Se__U+062B__IRShiraz__sz64__base-6ff52833bc.png
Se,4,ث,U+062B,IRNazli.ttf,IRNazli,64,base,DS-3\Se\Se__U+062B__IRNazli__sz64__base-8f42c673dc.png
Se,4,ث,U+062B,IRKoodak.ttf,IRKoodak,64,base,DS-3\Se\Se__U+062B__IRKoodak__sz64__base-50ead83c70.png
Se,4,ث,U+062B,IRJadid.ttf,IRJadid,64,base,DS-3\Se\Se__U+062B__IRJadid__sz64__base-cfd1e3e083.png
Se,4,ث,U+062B,IRMashhad.ttf,IRMashhad,64,base,DS-3\Se\Se__U+062B__IRMashhad__sz64__base-b178db1e3e.png
Se,4,ث,U+062B,IRDavat.ttf,IRDavat,64,base,DS-3\Se\Se__U+062B__IRDavat__sz64__base-465376c32f.png
Se,4,ث,U+062B,IRRoyaIranic.ttf,IRRoyaIranic,64,base,DS-3\Se\Se__U+062B__IRRoyaIranic__sz64__base-fec72839a2.png
Se,4,ث,U+062B,IRDastNevis.ttf,IRDastNevis,64,base,DS-3\Se\Se__U+062B__IRDastNevis__sz64__base-3d10d2aa1d.png
Se,4,ث,U+062B,IRTehran.ttf,IRTehran,64,base,DS-3\Se\Se__U+062B__IRTehran__sz64__base-fff52f4ebb.png
Se,4,ث,U+062B,IRYakout.ttf,IRYakout,64,base,DS-3\Se\Se__U+062B__IRYakout__sz64__base-b7aa4bb487.png
Se,4,ث,U+062B,IRNazanin.ttf,IRNazanin,64,base,DS-3\Se\Se__U+062B__IRNazanin__sz64__base-27ee522bfe.png
Se,4,ث,U+062B,IRKhorasan.ttf,IRKhorasan,64,base,DS-3\Se\Se__U+062B__IRKhorasan__sz64__base-7beb4c2304.png
Se,4,ث,U+062B,IRNaskh.ttf,IRNaskh,64,base,DS-3\Se\Se__U+062B__IRNaskh__sz64__base-2706bb1a12.png
Se,4,ث,U+062B,IRLotus.ttf,IRLotus,64,base,DS-3\Se\Se__U+062B__IRLotus__sz64__base-a5e4b3df65.png
Se,4,ث,U+062B,IRZarIranic.ttf,IRZarIranic,64,base,DS-3\Se\Se__U+062B__IRZarIranic__sz64__base-0ebcd561a3.png
Se,4,ث,U+062B,IRAban.ttf,IRAban,64,base,DS-3\Se\Se__U+062B__IRAban__sz64__base-8d7e5109e0.png
Se,4,ث,U+062B,IRAmir.ttf,IRAmir,64,base,DS-3\Se\Se__U+062B__IRAmir__sz64__base-1ebc590e91.png
Se,4,ث,U+062B,IRYekan.ttf,IRYekan,64,base,DS-3\Se\Se__U+062B__IRYekan__sz64__base-5567b5fb73.png
Se,4,ث,U+062B,IRRoyaBold.ttf,IRRoyaBold,64,base,DS-3\Se\Se__U+062B__IRRoyaBold__sz64__base-643fde81e7.png
Se,4,ث,U+062B,IRMaryam.ttf,IRMaryam,64,base,DS-3\Se\Se__U+062B__IRMaryam__sz64__base-cc28357e58.png
Se,4,ث,U+062B,IRArshia.ttf,IRArshia,64,base,DS-3\Se\Se__U+062B__IRArshia__sz64__base-623a8bb840.png
Se,4,ث,U+062B,IRCompsetBold.ttf,IRCompsetBold,64,base,DS-3\Se\Se__U+062B__IRCompsetBold__sz64__base-2b80a7ec3a.png
Se,4,ث,U+062B,IRMitraIranic_.ttf,IRMitraIranic_,64,base,DS-3\Se\Se__U+062B__IRMitraIranic___sz64__base-4a8f9f151a.png
Se,4,ث,U+062B,IRZarBold.ttf,IRZarBold,64,base,DS-3\Se\Se__U+062B__IRZarBold__sz64__base-0c5553f084.png
Se,4,ث,U+062B,IRBadrIranic.ttf,IRBadrIranic,64,base,DS-3\Se\Se__U+062B__IRBadrIranic__sz64__base-2035b2c75a.png
Se,4,ث,U+062B,IRZeytoon.ttf,IRZeytoon,64,base,DS-3\Se\Se__U+062B__IRZeytoon__sz64__base-37d9012675.png
Se,4,ث,U+062B,IRBadrBold.ttf,IRBadrBold,64,base,DS-3\Se\Se__U+062B__IRBadrBold__sz64__base-3d349f2c6f.png
Se,4,ث,U+062B,IRFerdosi.ttf,IRFerdosi,64,base,DS-3\Se\Se__U+062B__IRFerdosi__sz64__base-bed182ed7b.png
Se,4,ث,U+062B,IRKamran.ttf,IRKamran,64,base,DS-3\Se\Se__U+062B__IRKamran__sz64__base-6306556837.png
Se,4,ث,U+062B,IRNazaninBold.ttf,IRNazaninBold,64,base,DS-3\Se\Se__U+062B__IRNazaninBold__sz64__base-edcf3797d9.png
Se,4,ث,U+062B,IRTerafikIranic.ttf,IRTerafikIranic,64,base,DS-3\Se\Se__U+062B__IRTerafikIranic__sz64__base-8b6cfa67f2.png
Se,4,ث,U+062B,IRYakoutBold.ttf,IRYakoutBold,64,base,DS-3\Se\Se__U+062B__IRYakoutBold__sz64__base-7afe29942d.png
Se,4,ث,U+062B,IRPooya.ttf,IRPooya,64,base,DS-3\Se\Se__U+062B__IRPooya__sz64__base-25d751e9f4.png
Se,4,ث,U+062B,IRLotusBold.ttf,IRLotusBold,64,base,DS-3\Se\Se__U+062B__IRLotusBold__sz64__base-fcf8843bc5.png
Se,4,ث,U+062B,IRMehr.ttf,IRMehr,64,base,DS-3\Se\Se__U+062B__IRMehr__sz64__base-994aafd821.png
Se,4,ث,U+062B,IRRoya.ttf,IRRoya,64,base,DS-3\Se\Se__U+062B__IRRoya__sz64__base-1ddc9afff4.png
Se,4,ث,U+062B,IRTerafik.ttf,IRTerafik,64,base,DS-3\Se\Se__U+062B__IRTerafik__sz64__base-415fa36c81.png
Se,4,ث,U+062B,IRBadr.ttf,IRBadr,64,base,DS-3\Se\Se__U+062B__IRBadr__sz64__base-3eba1bb602.png
Se,4,ث,U+062B,IRMomtaz.ttf,IRMomtaz,64,base,DS-3\Se\Se__U+062B__IRMomtaz__sz64__base-4bf9b12da5.png
Se,4,ث,U+062B,IRTitr.ttf,IRTitr,64,base,DS-3\Se\Se__U+062B__IRTitr__sz64__base-cfbeed92a6.png
Se,4,ث,U+062B,IRTabassom.ttf,IRTabassom,64,base,DS-3\Se\Se__U+062B__IRTabassom__sz64__base-20a48ea20d.png
Se,4,ث,U+062B,IRLotusIranic.ttf,IRLotusIranic,64,base,DS-3\Se\Se__U+062B__IRLotusIranic__sz64__base-d58fb41dc5.png
Se,4,ث,U+062B,IRMitraBold.ttf,IRMitraBold,64,base,DS-3\Se\Se__U+062B__IRMitraBold__sz64__base-cf55c9a248.png
Se,4,ث,U+062B,IRSina.ttf,IRSina,64,base,DS-3\Se\Se__U+062B__IRSina__sz64__base-75ae68a7ec.png
Se,4,ث,U+062B,IRZar.ttf,IRZar,64,base,DS-3\Se\Se__U+062B__IRZar__sz64__base-c8627e29b0.png
Jim,5,ج,U+062C,IRAban.ttf,IRAban,64,base,DS-3\Jim\Jim__U+062C__IRAban__sz64__base-34de6a5b61.png
Jim,5,ج,U+062C,IRShiraz.ttf,IRShiraz,64,base,DS-3\Jim\Jim__U+062C__IRShiraz__sz64__base-88aeb40e1c.png
Jim,5,ج,U+062C,IRKamran.ttf,IRKamran,64,base,DS-3\Jim\Jim__U+062C__IRKamran__sz64__base-39feb657d3.png
Jim,5,ج,U+062C,IRYekanBold.ttf,IRYekanBold,64,base,DS-3\Jim\Jim__U+062C__IRYekanBold__sz64__base-d4708b175a.png
Jim,5,ج,U+062C,IRHoma.ttf,IRHoma,64,base,DS-3\Jim\Jim__U+062C__IRHoma__sz64__base-c6eb96340a.png
Jim,5,ج,U+062C,IRFerdosi.ttf,IRFerdosi,64,base,DS-3\Jim\Jim__U+062C__IRFerdosi__sz64__base-62ed51e9ea.png
Jim,5,ج,U+062C,IRElham.ttf,IRElham,64,base,DS-3\Jim\Jim__U+062C__IRElham__sz64__base-02c508f0e3.png
Jim,5,ج,U+062C,IRZeytoon.ttf,IRZeytoon,64,base,DS-3\Jim\Jim__U+062C__IRZeytoon__sz64__base-d500624543.png
Jim,5,ج,U+062C,IRBadrBold.ttf,IRBadrBold,64,base,DS-3\Jim\Jim__U+062C__IRBadrBold__sz64__base-82e7a556de.png
Jim,5,ج,U+062C,IRMitra.ttf,IRMitra,64,base,DS-3\Jim\Jim__U+062C__IRMitra__sz64__base-bfb42675d4.png
Jim,5,ج,U+062C,IRCompsetIra.ttf,IRCompsetIra,64,base,DS-3\Jim\Jim__U+062C__IRCompsetIra__sz64__base-0a76378a65.png
Jim,5,ج,U+062C,IRNazliBold.ttf,IRNazliBold,64,base,DS-3\Jim\Jim__U+062C__IRNazliBold__sz64__base-07344b1293.png
Jim,5,ج,U+062C,IRZar.ttf,IRZar,64,base,DS-3\Jim\Jim__U+062C__IRZar__sz64__base-2f4d29171e.png
Jim,5,ج,U+062C,IRYakout.ttf,IRYakout,64,base,DS-3\Jim\Jim__U+062C__IRYakout__sz64__base-7e5d9e9d68.png
Jim,5,ج,U+062C,IRCompset.ttf,IRCompset,64,base,DS-3\Jim\Jim__U+062C__IRCompset__sz64__base-a3d76be860.png
Jim,5,ج,U+062C,IRMaryam.ttf,IRMaryam,64,base,DS-3\Jim\Jim__U+062C__IRMaryam__sz64__base-2555c08d34.png
Jim,5,ج,U+062C,IRNazaninBold.ttf,IRNazaninBold,64,base,DS-3\Jim\Jim__U+062C__IRNazaninBold__sz64__base-98e8cfa8b8.png
Jim,5,ج,U+062C,IRLotusIranic.ttf,IRLotusIranic,64,base,DS-3\Jim\Jim__U+062C__IRLotusIranic__sz64__base-1493f2d909.png
Jim,5,ج,U+062C,IRTerafikIranic.ttf,IRTerafikIranic,64,base,DS-3\Jim\Jim__U+062C__IRTerafikIranic__sz64__base-427bdc86c2.png
Jim,5,ج,U+062C,IRRoya.ttf,IRRoya,64,base,DS-3\Jim\Jim__U+062C__IRRoya__sz64__base-2220765fb9.png
Jim,5,ج,U+062C,IRTabassom.ttf,IRTabassom,64,base,DS-3\Jim\Jim__U+062C__IRTabassom__sz64__base-95a4ed9de6.png
Jim,5,ج,U+062C,IRCompsetBold.ttf,IRCompsetBold,64,base,DS-3\Jim\Jim__U+062C__IRCompsetBold__sz64__base-611f8652bc.png
Jim,5,ج,U+062C,IRLotusBold.ttf,IRLotusBold,64,base,DS-3\Jim\Jim__U+062C__IRLotusBold__sz64__base-dbd9da60b6.png
Jim,5,ج,U+062C,IRMehr.ttf,IRMehr,64,base,DS-3\Jim\Jim__U+062C__IRMehr__sz64__base-913646a7bd.png
Jim,5,ج,U+062C,IRKoodak.ttf,IRKoodak,64,base,DS-3\Jim\Jim__U+062C__IRKoodak__sz64__base-c3871eca54.png
Jim,5,ج,U+062C,IRMitraIranic_.ttf,IRMitraIranic_,64,base,DS-3\Jim\Jim__U+062C__IRMitraIranic___sz64__base-c7f216719b.png
Jim,5,ج,U+062C,IRBadrIranic.ttf,IRBadrIranic,64,base,DS-3\Jim\Jim__U+062C__IRBadrIranic__sz64__base-0ecb3ca2b0.png
Jim,5,ج,U+062C,IRYakoutIranic.ttf,IRYakoutIranic,64,base,DS-3\Jim\Jim__U+062C__IRYakoutIranic__sz64__base-93b24f9e9e.png
Jim,5,ج,U+062C,IRArshia.ttf,IRArshia,64,base,DS-3\Jim\Jim__U+062C__IRArshia__sz64__base-837d196f6d.png
Jim,5,ج,U+062C,IRZarIranic.ttf,IRZarIranic,64,base,DS-3\Jim\Jim__U+062C__IRZarIranic__sz64__base-ab63564077.png
Jim,5,ج,U+062C,IRAmir.ttf,IRAmir,64,base,DS-3\Jim\Jim__U+062C__IRAmir__sz64__base-281fc6ec5b.png
Jim,5,ج,U+062C,IRDavat.ttf,IRDavat,64,base,DS-3\Jim\Jim__U+062C__IRDavat__sz64__base-fcb01eabf1.png
Jim,5,ج,U+062C,IRNazanin.ttf,IRNazanin,64,base,DS-3\Jim\Jim__U+062C__IRNazanin__sz64__base-956ea295d1.png
Jim,5,ج,U+062C,IRNarges.ttf,IRNarges,64,base,DS-3\Jim\Jim__U+062C__IRNarges__sz64__base-cf9d375d72.png
Jim,5,ج,U+062C,IRTitr.ttf,IRTitr,64,base,DS-3\Jim\Jim__U+062C__IRTitr__sz64__base-d5494256d2.png
Jim,5,ج,U+062C,IRRoyaBold.ttf,IRRoyaBold,64,base,DS-3\Jim\Jim__U+062C__IRRoyaBold__sz64__base-cb7fa92db0.png
Jim,5,ج,U+062C,IRLotus.ttf,IRLotus,64,base,DS-3\Jim\Jim__U+062C__IRLotus__sz64__base-67a9112a6c.png
Jim,5,ج,U+062C,IRRoyaIranic.ttf,IRRoyaIranic,64,base,DS-3\Jim\Jim__U+062C__IRRoyaIranic__sz64__base-6e7a785991.png
Jim,5,ج,U+062C,IRNazaninIrani.ttf,IRNazaninIrani,64,base,DS-3\Jim\Jim__U+062C__IRNazaninIrani__sz64__base-774aafa4be.png
Jim,5,ج,U+062C,IRPooya.ttf,IRPooya,64,base,DS-3\Jim\Jim__U+062C__IRPooya__sz64__base-dccc8f042c.png
Jim,5,ج,U+062C,IRBadr.ttf,IRBadr,64,base,DS-3\Jim\Jim__U+062C__IRBadr__sz64__base-9875fda78e.png
Jim,5,ج,U+062C,IRFarnaz.ttf,IRFarnaz,64,base,DS-3\Jim\Jim__U+062C__IRFarnaz__sz64__base-8c1a8c3001.png
Jim,5,ج,U+062C,IRYekan.ttf,IRYekan,64,base,DS-3\Jim\Jim__U+062C__IRYekan__sz64__base-a226a1694d.png
Jim,5,ج,U+062C,IREntezar.ttf,IREntezar,64,base,DS-3\Jim\Jim__U+062C__IREntezar__sz64__base-b6f7ecfe71.png
Jim,5,ج,U+062C,IRDastNevis.ttf,IRDastNevis,64,base,DS-3\Jim\Jim__U+062C__IRDastNevis__sz64__base-89810d329b.png
Jim,5,ج,U+062C,IRNaskh.ttf,IRNaskh,64,base,DS-3\Jim\Jim__U+062C__IRNaskh__sz64__base-f3dae4d4d0.png
Che,6,چ,U+0686,IRTerafik.ttf,IRTerafik,64,base,DS-3\Che\Che__U+0686__IRTerafik__sz64__base-b5ed2e4b82.png
Che,6,چ,U+0686,IRTerafikBold.ttf,IRTerafikBold,64,base,DS-3\Che\Che__U+0686__IRTerafikBold__sz64__base-d2c941c3f0.png
Che,6,چ,U+0686,IRAmir.ttf,IRAmir,64,base,DS-3\Che\Che__U+0686__IRAmir__sz64__base-10260611b2.png
Che,6,چ,U+0686,IRZarIranic.ttf,IRZarIranic,64,base,DS-3\Che\Che__U+0686__IRZarIranic__sz64__base-03be34f0ec.png
Che,6,چ,U+0686,IRNazaninBold.ttf,IRNazaninBold,64,base,DS-3\Che\Che__U+0686__IRNazaninBold__sz64__base-7baa1c390b.png
Che,6,چ,U+0686,IRMitra.ttf,IRMitra,64,base,DS-3\Che\Che__U+0686__IRMitra__sz64__base-84240061c8.png
Che,6,چ,U+0686,IRArshia.ttf,IRArshia,64,base,DS-3\Che\Che__U+0686__IRArshia__sz64__base-d0a35b7ece.png
Che,6,چ,U+0686,IRCompsetBold.ttf,IRCompsetBold,64,base,DS-3\Che\Che__U+0686__IRCompsetBold__sz64__base-869a42f729.png
Che,6,چ,U+0686,IRFerdosi.ttf,IRFerdosi,64,base,DS-3\Che\Che__U+0686__IRFerdosi__sz64__base-551eae4e6e.png
Che,6,چ,U+0686,IREntezar.ttf,IREntezar,64,base,DS-3\Che\Che__U+0686__IREntezar__sz64__base-d2ba683ba5.png
Che,6,چ,U+0686,IRBadrIranic.ttf,IRBadrIranic,64,base,DS-3\Che\Che__U+0686__IRBadrIranic__sz64__base-b08d8606e4.png
Che,6,چ,U+0686,IRElham.ttf,IRElham,64,base,DS-3\Che\Che__U+0686__IRElham__sz64__base-73307c5aae.png
Che,6,چ,U+0686,IRMashhad.ttf,IRMashhad,64,base,DS-3\Che\Che__U+0686__IRMashhad__sz64__base-7f95fad1fa.png
Che,6,چ,U+0686,IRNazli.ttf,IRNazli,64,base,DS-3\Che\Che__U+0686__IRNazli__sz64__base-40a8b5c983.png
Che,6,چ,U+0686,IRMitraBold.ttf,IRMitraBold,64,base,DS-3\Che\Che__U+0686__IRMitraBold__sz64__base-18d740a7bd.png
Che,6,چ,U+0686,IRNarges.ttf,IRNarges,64,base,DS-3\Che\Che__U+0686__IRNarges__sz64__base-788f6c9fce.png
Che,6,چ,U+0686,IRZarBold.ttf,IRZarBold,64,base,DS-3\Che\Che__U+0686__IRZarBold__sz64__base-4b3139a51c.png
Che,6,چ,U+0686,IRTabassom.ttf,IRTabassom,64,base,DS-3\Che\Che__U+0686__IRTabassom__sz64__base-8e10b05d84.png
Che,6,چ,U+0686,IRRoya.ttf,IRRoya,64,base,DS-3\Che\Che__U+0686__IRRoya__sz64__base-c78df46c5c.png
Che,6,چ,U+0686,IRTerafikIranic.ttf,IRTerafikIranic,64,base,DS-3\Che\Che__U+0686__IRTerafikIranic__sz64__base-6c32fd48ab.png
Che,6,چ,U+0686,IRPooya.ttf,IRPooya,64,base,DS-3\Che\Che__U+0686__IRPooya__sz64__base-a6533f1d86.png
Che,6,چ,U+0686,IRBadr.ttf,IRBadr,64,base,DS-3\Che\Che__U+0686__IRBadr__sz64__base-975025b766.png
Che,6,چ,U+0686,IRYakoutIranic.ttf,IRYakoutIranic,64,base,DS-3\Che\Che__U+0686__IRYakoutIranic__sz64__base-0e70b6498f.png
Che,6,چ,U+0686,IRDastNevis.ttf,IRDastNevis,64,base,DS-3\Che\Che__U+0686__IRDastNevis__sz64__base-73effcf9ae.png
Che,6,چ,U+0686,IRKamran.ttf,IRKamran,64,base,DS-3\Che\Che__U+0686__IRKamran__sz64__base-b176d9cb6a.png
Che,6,چ,U+0686,IRLotusBold.ttf,IRLotusBold,64,base,DS-3\Che\Che__U+0686__IRLotusBold__sz64__base-e24f5ccafd.png
Che,6,چ,U+0686,IRYakout.ttf,IRYakout,64,base,DS-3\Che\Che__U+0686__IRYakout__sz64__base-682074e574.png
Che,6,چ,U+0686,IRRoyaIranic.ttf,IRRoyaIranic,64,base,DS-3\Che\Che__U+0686__IRRoyaIranic__sz64__base-7951bee31e.png
Che,6,چ,U+0686,IRYekan.ttf,IRYekan,64,base,DS-3\Che\Che__U+0686__IRYekan__sz64__base-76f0660d74.png
Che,6,چ,U+0686,IRMehr.ttf,IRMehr,64,base,DS-3\Che\Che__U+0686__IRMehr__sz64__base-84287ead73.png
Che,6,چ,U+0686,IRNaskh.ttf,IRNaskh,64,base,DS-3\Che\Che__U+0686__IRNaskh__sz64__base-4d3c254367.png
Che,6,چ,U+0686,IRZar.ttf,IRZar,64,base,DS-3\Che\Che__U+0686__IRZar__sz64__base-b739ff48e0.png
Che,6,چ,U+0686,IRMitraIranic_.ttf,IRMitraIranic_,64,base,DS-3\Che\Che__U+0686__IRMitraIranic___sz64__base-00c0d43b9d.png
Che,6,چ,U+0686,IRDavat.ttf,IRDavat,64,base,DS-3\Che\Che__U+0686__IRDavat__sz64__base-7d6a23ea8e.png
Che,6,چ,U+0686,IRKhorasan.ttf,IRKhorasan,64,base,DS-3\Che\Che__U+0686__IRKhorasan__sz64__base-de4137c5b0.png
Che,6,چ,U+0686,IRMaryam.ttf,IRMaryam,64,base,DS-3\Che\Che__U+0686__IRMaryam__sz64__base-2699b41f83.png
Che,6,چ,U+0686,IRHoma.ttf,IRHoma,64,base,DS-3\Che\Che__U+0686__IRHoma__sz64__base-f281faf8ef.png
Che,6,چ,U+0686,IRTehran.ttf,IRTehran,64,base,DS-3\Che\Che__U+0686__IRTehran__sz64__base-6458f65347.png
Che,6,چ,U+0686,IRLotusIranic.ttf,IRLotusIranic,64,base,DS-3\Che\Che__U+0686__IRLotusIranic__sz64__base-eb211e20ec.png
Che,6,چ,U+0686,IRZeytoon.ttf,IRZeytoon,64,base,DS-3\Che\Che__U+0686__IRZeytoon__sz64__base-0f1786584b.png
Che,6,چ,U+0686,IRJadid.ttf,IRJadid,64,base,DS-3\Che\Che__U+0686__IRJadid__sz64__base-ba93eb51f8.png
Che,6,چ,U+0686,IRNazanin.ttf,IRNazanin,64,base,DS-3\Che\Che__U+0686__IRNazanin__sz64__base-25f3838556.png
Che,6,چ,U+0686,IRFarnaz.ttf,IRFarnaz,64,base,DS-3\Che\Che__U+0686__IRFarnaz__sz64__base-3ae9a97b01.png
Che,6,چ,U+0686,IRNazaninIrani.ttf,IRNazaninIrani,64,base,DS-3\Che\Che__U+0686__IRNazaninIrani__sz64__base-e13a11b84b.png
Che,6,چ,U+0686,IRYakoutBold.ttf,IRYakoutBold,64,base,DS-3\Che\Che__U+0686__IRYakoutBold__sz64__base-ae7875da29.png
Che,6,چ,U+0686,IRCompset.ttf,IRCompset,64,base,DS-3\Che\Che__U+0686__IRCompset__sz64__base-6adf91d47b.png
He,7,ح,U+062D,IRYekan.ttf,IRYekan,64,base,DS-3\He\He__U+062D__IRYekan__sz64__base-b0d26f8e63.png
He,7,ح,U+062D,IRHoma.ttf,IRHoma,64,base,DS-3\He\He__U+062D__IRHoma__sz64__base-00236bd5cc.png
He,7,ح,U+062D,IRNazliBold.ttf,IRNazliBold,64,base,DS-3\He\He__U+062D__IRNazliBold__sz64__base-13fff47d1a.png
He,7,ح,U+062D,IRNazaninBold.ttf,IRNazaninBold,64,base,DS-3\He\He__U+062D__IRNazaninBold__sz64__base-e29d5f49ac.png
He,7,ح,U+062D,IRMitra.ttf,IRMitra,64,base,DS-3\He\He__U+062D__IRMitra__sz64__base-4d11bf45cc.png
He,7,ح,U+062D,IRLotus.ttf,IRLotus,64,base,DS-3\He\He__U+062D__IRLotus__sz64__base-dcee51c4c1.png
He,7,ح,U+062D,IRYakoutIranic.ttf,IRYakoutIranic,64,base,DS-3\He\He__U+062D__IRYakoutIranic__sz64__base-85de76f56b.png
He,7,ح,U+062D,IRBadrIranic.ttf,IRBadrIranic,64,base,DS-3\He\He__U+062D__IRBadrIranic__sz64__base-e82145a1a8.png
He,7,ح,U+062D,IRNaskh.ttf,IRNaskh,64,base,DS-3\He\He__U+062D__IRNaskh__sz64__base-5015abd870.png
He,7,ح,U+062D,IRTehran.ttf,IRTehran,64,base,DS-3\He\He__U+062D__IRTehran__sz64__base-76eba8c5c0.png
He,7,ح,U+062D,IRMashhad.ttf,IRMashhad,64,base,DS-3\He\He__U+062D__IRMashhad__sz64__base-bed1747802.png
He,7,ح,U+062D,IRFerdosi.ttf,IRFerdosi,64,base,DS-3\He\He__U+062D__IRFerdosi__sz64__base-f24a34740a.png
He,7,ح,U+062D,IREntezar.ttf,IREntezar,64,base,DS-3\He\He__U+062D__IREntezar__sz64__base-24a2e90ac3.png
He,7,ح,U+062D,IRNazanin.ttf,IRNazanin,64,base,DS-3\He\He__U+062D__IRNazanin__sz64__base-5857379164.png
He,7,ح,U+062D,IRKhorasan.ttf,IRKhorasan,64,base,DS-3\He\He__U+062D__IRKhorasan__sz64__base-e4ecb8a64b.png
He,7,ح,U+062D,IRLotusIranic.ttf,IRLotusIranic,64,base,DS-3\He\He__U+062D__IRLotusIranic__sz64__base-028b2159a7.png
He,7,ح,U+062D,IRSina.ttf,IRSina,64,base,DS-3\He\He__U+062D__IRSina__sz64__base-7c214ec05c.png
He,7,ح,U+062D,IRFarnaz.ttf,IRFarnaz,64,base,DS-3\He\He__U+062D__IRFarnaz__sz64__base-835730ba8d.png
He,7,ح,U+062D,IRKamran.ttf,IRKamran,64,base,DS-3\He\He__U+062D__IRKamran__sz64__base-c3f8583bf7.png
He,7,ح,U+062D,IRMomtaz.ttf,IRMomtaz,64,base,DS-3\He\He__U+062D__IRMomtaz__sz64__base-cb3c4f493c.png
He,7,ح,U+062D,IRBadr.ttf,IRBadr,64,base,DS-3\He\He__U+062D__IRBadr__sz64__base-bd3848f4ec.png
He,7,ح,U+062D,IRRoya.ttf,IRRoya,64,base,DS-3\He\He__U+062D__IRRoya__sz64__base-59bd64c988.png
He,7,ح,U+062D,IRTabassom.ttf,IRTabassom,64,base,DS-3\He\He__U+062D__IRTabassom__sz64__base-102f32c41a.png
He,7,ح,U+062D,IRZarIranic.ttf,IRZarIranic,64,base,DS-3\He\He__U+062D__IRZarIranic__sz64__base-c8ae03dcdd.png
He,7,ح,U+062D,IRCompset.ttf,IRCompset,64,base,DS-3\He\He__U+062D__IRCompset__sz64__base-117033543c.png
He,7,ح,U+062D,IRNarges.ttf,IRNarges,64,base,DS-3\He\He__U+062D__IRNarges__sz64__base-e493fec916.png
He,7,ح,U+062D,IRAmir.ttf,IRAmir,64,base,DS-3\He\He__U+062D__IRAmir__sz64__base-c2f6b178b6.png
He,7,ح,U+062D,IRYekanBold.ttf,IRYekanBold,64,base,DS-3\He\He__U+062D__IRYekanBold__sz64__base-1e87ff2972.png
He,7,ح,U+062D,IRMehr.ttf,IRMehr,64,base,DS-3\He\He__U+062D__IRMehr__sz64__base-f7c47504ab.png
He,7,ح,U+062D,IRZarBold.ttf,IRZarBold,64,base,DS-3\He\He__U+062D__IRZarBold__sz64__base-b82ca23015.png
He,7,ح,U+062D,IRElham.ttf,IRElham,64,base,DS-3\He\He__U+062D__IRElham__sz64__base-ab7c4dc315.png
He,7,ح,U+062D,IRKoodak.ttf,IRKoodak,64,base,DS-3\He\He__U+062D__IRKoodak__sz64__base-b812551cf6.png
He,7,ح,U+062D,IRRoyaBold.ttf,IRRoyaBold,64,base,DS-3\He\He__U+062D__IRRoyaBold__sz64__base-86220dbf8e.png
He,7,ح,U+062D,IRZar.ttf,IRZar,64,base,DS-3\He\He__U+062D__IRZar__sz64__base-f9153e50f6.png
He,7,ح,U+062D,IRTerafikBold.ttf,IRTerafikBold,64,base,DS-3\He\He__U+062D__IRTerafikBold__sz64__base-c9f2b915ec.png
He,7,ح,U+062D,IRShiraz.ttf,IRShiraz,64,base,DS-3\He\He__U+062D__IRShiraz__sz64__base-e959ffe157.png
He,7,ح,U+062D,IRYakoutBold.ttf,IRYakoutBold,64,base,DS-3\He\He__U+062D__IRYakoutBold__sz64__base-791fb9663f.png
He,7,ح,U+062D,IRPooya.ttf,IRPooya,64,base,DS-3\He\He__U+062D__IRPooya__sz64__base-e3c1bfac79.png
He,7,ح,U+062D,IRMaryam.ttf,IRMaryam,64,base,DS-3\He\He__U+062D__IRMaryam__sz64__base-1824136e86.png
He,7,ح,U+062D,IRArshia.ttf,IRArshia,64,base,DS-3\He\He__U+062D__IRArshia__sz64__base-4e57fdde84.png
He,7,ح,U+062D,IRNazaninIrani.ttf,IRNazaninIrani,64,base,DS-3\He\He__U+062D__IRNazaninIrani__sz64__base-b3c2a148f2.png
He,7,ح,U+062D,IRDastNevis.ttf,IRDastNevis,64,base,DS-3\He\He__U+062D__IRDastNevis__sz64__base-0b4d80c37c.png
He,7,ح,U+062D,IRBadrBold.ttf,IRBadrBold,64,base,DS-3\He\He__U+062D__IRBadrBold__sz64__base-3d3ec79025.png
He,7,ح,U+062D,IRCompsetBold.ttf,IRCompsetBold,64,base,DS-3\He\He__U+062D__IRCompsetBold__sz64__base-6c3941b77e.png
He,7,ح,U+062D,IRZeytoon.ttf,IRZeytoon,64,base,DS-3\He\He__U+062D__IRZeytoon__sz64__base-6db57ae089.png
He,7,ح,U+062D,IRTitr.ttf,IRTitr,64,base,DS-3\He\He__U+062D__IRTitr__sz64__base-4f60769b7b.png
Khe,8,خ,U+062E,IRTerafikBold.ttf,IRTerafikBold,64,base,DS-3\Khe\Khe__U+062E__IRTerafikBold__sz64__base-3b2d5f5075.png
Khe,8,خ,U+062E,IRNazli.ttf,IRNazli,64,base,DS-3\Khe\Khe__U+062E__IRNazli__sz64__base-28709d1c4f.png
